t,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,x3,y3,z3,vx3,vy3,vz3
401820,-6193573.6,-230444.95,-2856205.4,3116.0169,1288.5183,-6860.5884,-6816346.9,-693253.01,26794.459,-152.14476,1049.9741,-7554.0627,5831008.5,95898.447,3544304.9,-3898.1992,-1309.6008,6443.2772
401880,-5992775.5,-152671.95,-3261063.1,3574.7018,1302.9387,-6629.5906,-6810246.8,-628753.32,-426170.83,355.36939,1099.2116,-7539.1414,5584143.2,17165.212,3922591.4,-4327.5192,-1313.8533,6161.5359
401940,-5764936.1,-74210.017,-3651158.1,4017.0559,1311.4747,-6368.69,-6773738.9,-561446.23,-877227.29,861.06593,1143.5198,-7490.4642,5312100.1,-61645.444,4283134.3,-4737.1455,-1312.1814,5852.0508
402000,-5511095.4,4586.6477,-4024732.1,4441.0851,1314.0931,-6079.103,-6707000.8,-491633.45,-1324356.4,1362.6661,1182.7037,-7408.2836,5016116.5,-140178.3,4624311.2,-5125.2409,-1304.5978,5516.2523
402060,-5232410.5,83362.666,-4380103.6,4844.8857,1310.7878,-5762.1742,-6610346,-419627.71,-1765559.3,1857.9152,1216.5921,-7293.0062,4697536.6,-218079.73,4944589.1,-5490.072,-1291.1425,5155.6865
402120,-4930149.8,161763.11,-4715675.4,5226.6523,1301.5797,-5419.3694,-6484222.4,-345751.25,-2198866.2,2344.5937,1245.0388,-7145.1893,4357805.6,-294999.27,5242531.2,-5830.016,-1271.8814,4772.0074
402180,-4605687,239435.11,-5029941.9,5584.6856,1286.5165,-5052.2671,-6329209.7,-270334.33,-2622345.2,2820.5276,1267.9226,-6965.5378,3998462.6,-370591.21,5516802.7,-6143.5678,-1246.9068,4366.9682
402240,-4260494,316029.46,-5321495.1,5917.3993,1265.6724,-4662.5509,-6146016.4,-193713.72,-3034110.9,3283.5988,1285.148,-6754.8992,3621133.1,-444516.14,5766177,-6429.3447,-1216.3361,3942.4125
402300,-3896134.9,391202.16,-5589031.2,6223.3259,1239.147,-4252.0002,-5935476.2,-116231.15,-3432333,3731.7545,1296.6455,-6514.2587,3227521.9,-516442.44,5989540.4,-6686.0924,-1180.3113,3500.2655
402360,-3514257.6,464615.95,-5831355.7,6501.1225,1207.0649,-3822.4819,-5698543.8,-38231.711,-3815244.2,4163.0166,1302.3716,-6244.7331,2819405.1,-586047.71,6185897,-6912.6887,-1138.9981,3042.525
402420,-3116587.1,535941.78,-6047388.6,6749.5751,1169.5752,-3375.9412,-5436290.1,39937.646,-4181148,4575.49,1302.3087,-5947.5648,2398622.1,-653020.2,6354372.7,-7108.1472,-1092.585,2571.252
402480,-2704917.2,604860.25,-6236168.5,6967.6031,1126.8501,-2914.3927,-5149896.9,117929.7,-4528426.2,4967.3706,1296.4651,-5624.1141,1967067.2,-717060.11,6494218.8,-7271.6209,-1041.2827,2088.5622
402540,-2281102.2,671062.96,-6396857,7154.2622,1079.0844,-2439.9112,-4840651.6,195398.5,-4855545.4,5336.952,1284.8745,-5275.8529,1526681.5,-777880.94,6604815,-7402.4041,-985.32226,1596.6163
402600,-1847049.3,734253.88,-6528741.7,7308.7477,1026.4945,-1954.6229,-4509940.8,272000.86,-5161063.8,5682.6326,1267.5957,-4904.3562,1079443.9,-835210.63,6685671.6,-7499.9348,-924.95498,1097.6112
402660,-1404709.3,794150.54,-6631238.9,7430.3967,969.31706,-1460.6961,-4159243.7,347397.87,-5443636.8,6002.9212,1244.712,-4511.2945,627362.8,-888792.79,6736431.6,-7563.7963,-860.45067,593.77117
402720,-956068.89,850485.29,-6703896.4,7518.6898,907.80829,-960.33243,-3790125.7,421256.33,-5702022.9,6296.442,1216.3307,-4098.4258,172467.23,-938387.71,6756872.3,-7593.7179,-792.09678,87.33871
402780,-503141.27,903006.39,-6746394.6,7573.2524,842.24266,-455.75803,-3404231.2,493250.2,-5935088.5,6561.9396,1182.5825,-3667.5876,-283201.99,-983773.47,6746905.5,-7589.576,-720.19712,-419.43438
402840,-47957.886,951479.09,-6758548,7593.8559,772.91178,50.785598,-3003276.1,563061.94,-6141812.2,6798.2824,1143.6205,-3220.6879,-737601,-1024746.8,6706578.4,-7551.3941,-645.07071,-924.2958
402900,407440.51,995686.64,-6740305.9,7580.418,700.12325,557.05017,-2589040.5,630383.87,-6321289.2,7004.4666,1099.6195,-2759.6979,-1188691.8,-1061124.1,6636073.1,-7479.3426,-567.05045,-1425.0016
402960,861012.63,1035431.2,-6691752.5,7533.0028,624.19942,1060.7895,-2163360.8,694919.41,-6472734.6,7179.6186,1050.7752,-2286.6428,-1634451,-1092741.9,6535705.8,-7373.7386,-486.48192,-1919.3252
403020,1310725.4,1070534.6,-6613106.4,7451.8208,545.47615,1559.7681,-1728121.8,756384.33,-6595486.4,7322.9978,997.30322,-1803.5944,-2072878.5,-1119458.1,6405925.8,-7235.0444,-403.72195,-2405.0658
403080,1754562.8,1100839.3,-6504719.9,7337.2278,464.3015,2051.7703,-1285248.8,814507.92,-6689008.2,7433.9985,939.43812,-1312.6622,-2502006.5,-1141152,6247313,-7063.8668,-319.13731,-2880.0578
403140,2190534.4,1126208.9,-6367077.3,7189.7242,381.03442,2534.6084,-836699.09,869034.09,-6752891,7512.151,877.43257,-815.98591,-2919907.7,-1157725.6,6060576.3,-6860.9544,-233.10323,-3342.1794
403200,2616684.3,1146528.9,-6200793.2,7009.9534,296.04336,3006.1322,-384454.34,919722.4,-6786854.9,7557.1237,811.55625,-315.72691,-3324704.1,-1169103.1,5846550.3,-6627.1962,-146.00193,-3789.3615
403260,3031099.1,1161707.1,-6006609.8,6798.7001,209.70483,3464.237,69488.204,966349.12,-6790750.1,7568.7233,742.0948,185.93956,-3714574.8,-1175232.2,5606191.9,-6363.6182,-58.22109,-4219.5965
403320,3431917,1171674.2,-5785394.2,6556.8872,122.40193,3906.8732,523123.82,1008708.1,-6764557.6,7546.8956,669.34881,686.83249,-4087764.9,-1176083.8,5340576.4,-6071.3799,29.847732,-4630.9473
403380,3817335.5,1176383.9,-5538134.2,6285.5738,34.522815,4332.0544,974448.75,1046611.6,-6708389.2,7491.7258,593.63269,1184.7731,-4442592.9,-1171652.6,5050893.1,-5751.7708,117.81077,-5021.5563
403440,4185619.6,1175813.2,-5265935.1,5985.951,-53.540904,4737.8667,1421468.5,1079891.1,-6622487.3,7403.4384,515.27357,1677.5927,-4777458.2,-1161956.6,4738440,-5406.2053,205.27371,-5389.6534
403500,4535109.7,1169963.1,-4970014.3,5659.3382,-141.39578,5122.477,1862206.2,1108398.3,-6507223.5,7282.3965,434.6101,2163.1413,-5090849,-1147037.6,4404618.5,-5036.2179,291.84347,-5733.5653
403560,4864229.1,1158857.8,-4651696.8,5307.1782,-228.64824,5484.142,2294710.9,1132005.2,-6363098.2,7129.1018,351.99129,2639.2949,-5381348.8,-1126961,4050927.3,-4643.4567,377.12993,-6051.7233
403620,5171491.3,1142545.2,-4312409.1,4931.0321,-314.90629,5821.2162,2717066,1150605.3,-6190737.9,6944.1929,267.77519,3103.9645,-5647643.4,-1101815.4,3678955.9,-4229.6772,460.74775,-6342.6715
403680,5455506.7,1121096.7,-3953673.5,4532.5729,-399.78133,6132.1605,3127397.2,1164113.6,-5990893.1,6728.444,182.32765,3555.1039,-5888526.8,-1071712.2,3290377.7,-3796.7347,542.31821,-6605.0743
403740,5714989.3,1094606.8,-3577101.1,4113.5791,-482.88992,6415.5499,3523880.6,1172467.4,-5764435.9,6482.763,96.020894,3990.7182,-6102907.2,-1036785.6,2886942.2,-3346.5765,621.47104,-6837.7238
403800,5948762.9,1063192.8,-3184384.8,3675.927,-563.8556,6670.081,3904750.8,1175626.5,-5512356.2,6208.1891,9.2321538,4408.8723,-6289812.2,-997191.27,2470467.5,-2881.2332,697.84623,-7039.546
403860,6155766.6,1026994.3,-2777292.1,3221.5829,-642.31072,6894.5791,4268308.7,1173573.3,-5235757.9,5905.89,-77.657847,4807.699,-6448393.5,-953106.53,2042832,-2402.8091,771.09582,-7209.6073
403920,6335059.9,986172.86,-2357656.8,2752.5942,-717.89828,7088.0046,4612928.8,1166313.2,-4935854.7,5577.1581,-164.26642,5185.4081,-6577931,-904728.98,1605965.7,-1913.4727,840.8857,-7347.1196
403980,6485827.4,940910.8,-1927371,2271.08,-790.27367,7249.4593,4937067.2,1153874.6,-4613965.4,5223.4067,-250.21049,5540.2941,-6677836.4,-852275.82,1161841.5,-1415.4461,906.8973,-7451.4448
404040,6607382.6,891410.88,-1488376.3,1779.2214,-859.10645,7378.1909,5239267.8,1136308.8,-4271508.2,4846.165,-335.1083,5870.745,-6747656,-795982.91,712465.84,-910.99438,968.82923,-7522.0987
404100,6699171.7,837895.18,-1042654.7,1279.2506,-924.08207,7473.5982,5518169.9,1113690.1,-3909995,4447.0729,-418.58102,6175.2503,-6787073.1,-736103.58,259869.71,-402.41413,1026.3988,-7558.7536
404160,6760775.9,780604.13,-592220.03,773.44063,-984.90343,7535.234,5772514.3,1086115.1,-3531025.2,4027.8747,-500.25458,6452.409,-6795909.5,-672907.56,-193901.13,107.97772,1079.3436,-7561.2405
404220,6791913.8,719795.43,-139107.99,264.09372,-1041.2925,7562.8082,6001149.5,1053702.9,-3136278.6,3590.4123,-579.76134,6700.9372,-6774126.1,-606679.68,-646795.5,617.85566,1127.4226,-7529.5501
404280,6792442.8,655742.85,314632.99,-246.46998,-1092.9917,7556.1897,6203037.1,1016594.3,-2727508.6,3136.6176,-656.74197,6919.6753,-6721823.5,-537718.54,-1096766.5,1124.8972,1170.4176,-7463.8325
404340,6762359.6,588734.96,766951.38,-755.92409,-1139.7651,7515.4067,6377257.2,974951.37,-2306534.1,2668.5045,-730.84713,7107.5949,-6639241.3,-466335.15,-1541780.9,1626.7946,1208.1341,-7364.3965
404400,6701800.5,519073.83,1215802.2,-1261.9476,-1181.3999,7440.6473,6523013,928956.89,-1875231.5,2188.1597,-801.73936,7263.8047,-6526756.7,-392851.43,-1979828.9,2121.2662,1240.4024,-7231.7078
404460,6611040.6,447073.54,1659156.3,-1762.2365,-1217.7072,7332.2576,6639634.7,878813.4,-1435526.7,1697.7334,-869.09472,7387.5565,-6384882.8,-317598.73,-2408933.1,2606.068,1267.0783,-7066.3858
404520,6490492.4,373058.81,2095010.4,-2254.5154,-1248.523,7190.7404,6726583.4,824742.45,-989386,1199.429,-932.60455,7478.2496,-6214265.9,-240916.27,-2827157.8,3079.004,1288.0434,-6869.2003
404580,6340703.7,297363.39,2521395.7,-2736.5485,-1273.709,7016.7518,6783453.5,766983.61,-538807.04,695.4927,-991.97714,7535.4352,-6015682.4,-163149.58,-3232618.1,3537.9375,1303.2063,-6641.067
404640,6162355.2,220328.58,2936387.2,-3206.1505,-1293.1531,6811.0976,6809975.4,705793.41,-85809.916,188.20246,-1046.9392,7558.8191,-5790034.9,-84648.877,-3623487.9,3980.8004,1312.502,-6383.0416
404700,5956256.8,142301.58,3338113,-3661.1975,-1306.7698,6574.7284,6806016.7,641444.19,367572.38,-320.14338,-1097.2374,7548.2646,-5538347.6,-5767.4561,-3998009,4405.6032,1315.8927,-6096.3147
404760,5723343.7,63633.941,3724762.1,-4099.6362,-1314.5005,6308.7346,6771583.3,574222.85,819303.39,-827.23763,-1142.6399,7503.7932,-5261761.8,73139.915,-4354498,4810.4435,1313.3675,-5782.2046
404820,5464672.1,-15320.111,4094593,-4519.4939,-1316.3138,6014.3398,6706819.3,504429.53,1267352.7,-1330.7759,-1182.937,7425.5852,-4961529.9,151718.62,-4691354.6,5193.5144,1304.9422,-5442.1502
404880,5181413.8,-94205.254,4445941.8,-4918.8872,-1312.205,5692.8947,6612007.1,432376.24,1709705.6,-1828.4684,-1217.9431,7313.9794,-4639009.6,229615.8,-5007068.1,5553.112,1290.6591,-5077.7039
404940,4874850.7,-172666.7,4777228.7,-5296.03,-1302.1966,5345.8693,6487565.3,358385.42,2144372.1,-2318.0515,-1247.497,7169.4706,-4295657.8,306481.92,-5300224.3,5887.6422,1270.5869,-4690.523
405000,4546368.9,-250351.82,5086966,-5649.241,-1286.3374,4974.8457,6334047.6,282788.38,2569396.9,-2797.2992,-1271.4628,6992.7081,-3933023.5,381972.31,-5569511.2,6195.6271,1244.8195,-4282.3621
405060,4197451.9,-326911.66,5373763.9,-5976.9504,-1264.7024,4581.5098,6152139.7,205923.85,2982867.9,-3264.0341,-1289.7309,6784.4914,-3552740.7,455748.72,-5813724.9,6475.7104,1213.476,-3855.064
405120,3829674,-402002.58,5636336.5,-6277.7065,-1237.392,4167.6431,5942656.2,128136.31,3382925.6,-3716.1385,-1302.2181,6545.7661,-3156521,527480.76,-6031774.5,6726.6621,1176.6998,-3410.5517
405180,3444692.9,-475287.69,5873507.8,-6550.1805,-1204.5318,3735.1142,5706536.7,49774.439,3767771.3,-4151.5647,-1308.8681,6277.6187,-2746146,596847.35,-6222686.7,6947.383,1134.6575,-2950.8192
405240,3044242.1,-546438.38,6084215.9,-6793.1718,-1166.2714,3285.87,5444841.4,-28810.52,4135675.7,-4568.3443,-1309.6517,5981.2709,-2323459.1,663538.11,-6385609.5,7136.9082,1087.5387,-2477.9229
405300,2630123.4,-615135.71,6267518.2,-7005.612,-1122.7839,2821.9269,5158746,-107266.38,4484986.7,-4964.5978,-1304.5666,5658.0724,-1890357.5,727254.68,-6519816.3,7294.4104,1035.5545,-1993.9726
405360,2204198.4,-681071.81,6422594.6,-7186.5683,-1074.265,2345.362,4849535.9,-185241.62,4814136.7,-5338.5433,-1293.6376,5309.4944,-1448784.1,787711.97,-6624708.2,7419.2022,978.93671,-1501.1233
405420,1768380.8,-743951.21,6548751.7,-7335.247,-1020.9319,1858.3042,4518600.6,-262387.01,5121650,-5688.5039,-1276.9159,4937.1212,-1000718.5,844639.43,-6699816.9,7510.7384,917.93698,-1001.5654
405480,1324627.5,-803492.1,6645424.7,-7450.9958,-963.02252,1362.9254,4167426.5,-338357.2,5406149.1,-6012.915,-1254.479,4542.6427,-548168.73,897782.16,-6744806.3,7568.6177,852.82558,-497.51688
405540,874930.18,-859427.52,6712180.4,-7533.3056,-900.79431,861.43136,3797590.8,-412812.24,5666360.7,-6310.3312,-1226.4303,4127.8454,-93162.709,946902.01,-6759473.8,7592.5839,783.89039,8.786111
405600,421306.94,-911506.55,6748718.8,-7581.8126,-834.5233,356.05307,3410753.2,-485419.15,5901121.6,-6579.4313,-1192.8979,3694.6038,362260.76,991778.61,-6743751.8,7582.5265,711.43569,515.09768
405660,-34206.828,-959495.32,6754874.1,-7596.2992,-764.50291,-150.96222,3008649.2,-555853.36,6109383.3,-6819.0241,-1154.0345,3244.8714,816060.62,1032210.3,-6697706.9,7538.4815,635.78105,1019.1711
405720,-489567.04,-1003178.1,6730615.7,-7576.6947,-691.0428,-657.35985,2593081.7,-623800.17,6290216.8,-7028.0523,-1110.016,2780.6718,1266202.3,1068015,-6621540.8,7460.6315,557.26008,1518.7674
405780,-942729.8,-1042358.1,6676048.3,-7523.0757,-614.46767,-1160.8866,2165912.7,-688956.13,6442816.3,-7205.5966,-1061.0411,2304.0891,1710666.8,1099031.1,-6515588.8,7349.3049,476.21914,2011.6644
405840,-1391660.2,-1076858.7,6591411.6,-7435.6665,-535.11602,-1659.2996,1729055.4,-751030.36,6566502.5,-7350.8785,-1007.33,1817.2588,2147458.8,1125118,-6380319,7204.9756,393.01607,2495.6655
405900,-1834341.3,-1106523.6,6477079.1,-7314.8379,-453.33883,-2150.3754,1284465.3,-809745.81,6660725.9,-7463.2633,-949.12346,1322.3585,2574616.1,1146157.1,-6216330.1,7028.2619,308.01879,2968.6084
405960,-2268782.6,-1131218.1,6333557.2,-7161.107,-369.49826,-2631.9186,834131.68,-864840.46,6725068.3,-7542.2616,-886.68174,821.59879,2990217.6,1162051.9,-6024349.6,6819.9242,221.6039,3428.3744
406020,-2693029.2,-1150829.5,6161482.7,-6975.1353,-283.96618,-3101.7712,380068.62,-916068.47,6759245.2,-7587.5314,-820.28341,317.21348,3392392.4,1172728.9,-5805230.1,6580.8639,134.15518,3872.8969
406080,-3105170.1,-1165267.8,5961620.7,-6757.7275,-197.12276,-3557.8217,-75693.543,-963201.24,6763106.4,-7598.8788,-750.22414,-188.54918,3779327.5,1178137.7,-5559946.9,6312.1196,46.062063,4300.1711
406140,-3503346.6,-1174465.7,5734861.3,-6509.8286,-109.35497,-3998.0139,-531117.37,-1006028.4,6736636.8,-7576.2583,-676.81553,-693.43599,4149276.5,1178251.3,-5289593.3,6014.8649,-42.281988,4708.2624
406200,-3885761.2,-1178379.7,5482216.1,-6232.5213,-21.054925,-4420.3564,-984167.15,-1044358.6,6679956.6,-7519.7735,-600.38378,-1195.198,4500567.1,1173066.7,-4995376.3,5690.4037,-130.48111,5095.3157
406260,-4250685.3,-1176989.6,5204814,-5927.0226,67.381683,-4822.9315,-1432817.8,-1078020.7,6593320.3,-7429.6761,-521.26839,-1691.5997,4831609.3,1162604.4,-4678611.6,5340.1661,-218.1388,5459.5642
406320,-4596467,-1170299.1,4903896.4,-5594.6792,155.55732,-5203.9041,-1875063.9,-1106864.2,6477116.1,-7306.3656,-439.82076,-2180.4282,5140902.5,1146908.8,-4340718.1,4965.7031,-304.85963,5799.3384
406380,-4921539.2,-1158335.9,4580812.5,-5236.9631,243.07435,-5561.531,-2308928.3,-1130759.8,6331864,-7150.3874,-356.40279,-2659.5025,5427042.4,1126047.9,-3983211.8,4568.6805,-390.2511,6113.0742
406440,-5224426.8,-1141151.3,4237012.6,-4855.4658,329.53685,-5894.1694,-2732470.8,-1149600.5,6158213.7,-6962.4316,-271.3854,-3126.6827,5688728.4,1100113,-3607699.1,4150.8724,-473.9255,6399.3215
406500,-5503753.5,-1118820.4,3874042.7,-4451.8922,414.55244,-6200.2855,-3143797,-1163301.6,5956941.8,-6743.33,-185.14701,-3579.8792,5924768.9,1069218.8,-3215869.7,3714.1537,-555.50174,6656.752
406560,-5758248.5,-1091441.7,3493537.2,-4028.0534,497.73415,-6478.4626,-3541066.8,-1171801.4,5728948.6,-6494.0539,-98.071964,-4017.0616,6134087.9,1033502.2,-2809489.3,3260.4918,-634.60726,6884.1664
406620,-5986752.8,-1059136.6,3097211.9,-3585.859,578.70233,-6727.4088,-3922502.1,-1175061.3,5475254,-6215.71,-10.548902,-4436.268,6315730,993122.58,-2390391.4,2791.9381,-710.8799,7080.5015
406680,-6188224.4,-1022049.1,2686856,-3127.3089,657.08655,-6945.9644,-4286395.3,-1173066.2,5196993.7,-5909.5366,77.030906,-4835.6139,6468865.1,948260.32,-1960469.2,2310.6184,-783.96975,7244.8363
406740,-6361744.3,-980345.09,2264324.5,-2654.4837,732.52744,-7133.1086,-4631117.1,-1165824.3,4895413.6,-5576.8988,164.27528,-5213.3011,6592792.6,899116.59,-1521666.6,1818.7224,-853.541,7376.3976
406800,-6506520,-934211.62,1831528.9,-2169.5352,804.6786,-7287.9649,-4955123.5,-1153367.7,4571864.8,-5219.2832,250.7929,-5567.6261,6686945.1,845912.18,-1075969.5,1318.4937,-919.27365,7474.5643
406860,-6621890.2,-883856.1,1390429,-1674.6758,873.20836,-7409.8073,-5256963.5,-1135751.5,4227797.8,-4838.2918,336.19508,-5896.9886,6750890.9,788886.58,-625396.17,812.21801,-980.86527,7538.8718
406920,-6707328.1,-829505.36,943023.81,-1172.1679,937.80157,-7498.0635,-5535285.2,-1113054.3,3864755.3,-4435.635,420.09759,-6199.8996,6784336.6,728296.85,-171988.25,302.21226,-1038.0325,7569.0146
406980,-6762443.4,-771404.59,491341.53,-664.3123,998.16122,-7552.3196,-5788842.5,-1085377.3,3484366.3,-4013.1245,502.12248,-6474.9888,6787128.5,664416.44,282199.28,-209.18758,-1090.5127,7564.848
407040,-6786985.1,-709816.24,37430.645,-153.43672,1054.01,-7572.3216,-6016501.1,-1052844.5,3088338.1,-3572.665,581.89993,-6721.012,6759253.1,597533.9,735107.57,-719.6383,-1138.0652,7526.3897
407100,-6780842.3,-645018.74,-416650.03,358.11626,1105.0919,-7557.9774,-6217243.1,-1015601.5,2678448.5,-3116.2456,659.07003,-6936.8571,6700837.7,527951.54,1184683.7,-1226.8014,-1180.4724,7453.819
407160,-6744044.6,-577305.24,-868841.02,868.00108,1151.1733,-7509.3575,-6390172.6,-973815.23,2256538.3,-2645.9304,733.28458,-7121.5509,6612149.2,455983.99,1628890.3,-1728.3553,-1217.5413,7347.4761
407220,-6676762.2,-506982.17,-1317092,1373.8813,1192.0442,-7426.6941,-6534519.4,-927673.16,1824502.2,-2163.8483,804.20885,-7274.2633,6493593.1,381956.72,2065715.3,-2222.0067,-1249.1039,7207.8602
407280,-6579305.2,-434367.86,-1759371.2,1873.4416,1227.5195,-7310.38,-6649642.7,-877382.38,1384280.1,-1672.1834,871.52323,-7394.3127,6345711.5,306204.5,2493181.1,-2705.5025,-1275.0185,7035.6259
407340,-6452121.3,-359790.96,-2193675.4,2364.3993,1257.4394,-7160.9657,-6735034.2,-823168.64,937848.61,-1173.1634,934.92487,-7481.1688,6169180,229069.79,2909354,-3176.6411,-1295.1697,6831.5797
407400,-6295794.2,-283588.92,-2618039.1,2844.5161,1281.6708,-6979.1565,-6790320.4,-765275.35,487211.34,-669.04916,994.12915,-7534.4556,5964804.6,150901.19,3312353.4,-3633.2824,-1309.4694,6596.6753
407460,-6111039.9,-206106.39,-3030543.3,3311.6087,1300.107,-6765.8075,-6815263.9,-703962.4,34389.82,-162.1231,1048.8712,-7553.9536,5733517.4,72051.73,3700359.7,-4073.3591,-1317.8568,6332.0073
407520,-5898704,-127693.58,-3429325.1,3763.5598,1312.6688,-6521.9191,-6809764.8,-639504.95,-418585.95,345.32223,1098.9069,-7539.5998,5476372.5,-7122.6974,4071623.5,-4494.8853,-1320.2985,6038.8057
407580,-5659756.5,-48704.676,-3812585.5,4198.3278,1319.3042,-6248.6307,-6773860.7,-572192.15,-869686.9,850.99551,1144.0146,-7491.4884,5194540.2,-86265.043,4424472.8,-4895.9662,-1316.7887,5718.4283
407640,-5395287.5,30503.885,-4178598.1,4613.9562,1319.9887,-5947.2143,-6707726.4,-502325.76,-1316894.3,1352.6181,1183.9954,-7409.8693,4889301.5,-165018.71,4757320.9,-5274.8059,-1307.3484,5372.3537
407700,-5106501.8,109574.99,-4525716.6,5008.5821,1314.7253,-5619.0671,-6611672.6,-430218.75,-1758209,1847.9353,1218.6748,-7295.1464,4562042.2,-243029.19,5068673,-5629.7152,-1292.026,5002.1729
407760,-4794713,188152.54,-4852381.8,5380.4446,1303.5437,-5265.7039,-6486144.7,-356193.83,-2191660.8,2334.7271,1247.9027,-7147.8745,4214245.9,-319945.66,5357133.3,-5959.1184,-1270.896,4609.5813
407820,-4461336.9,265882.99,-5157129.1,5727.8918,1286.5008,-4888.7491,-6331719.4,-280581.95,-2615317,2810.819,1271.5547,-6968.7559,3847487.3,-395422.55,5621410.3,-6261.5595,-1244.0588,4196.37
407880,-4107885.1,342417.04,-5438594.3,6049.3871,1263.6792,-4489.9281,-6149102.8,-203720.78,-3027291.4,3274.0921,1289.5317,-6758.6356,3463424.7,-469121.08,5860322.8,-6535.7073,-1211.6401,3764.4168
407940,-3735957.8,417411.08,-5695519.5,6343.5155,1235.1876,-4071.0588,-5939125.9,-125953.13,-3425752.8,3722.4927,1301.7609,-6518.4964,3063792.4,-540710.72,6072804.6,-6780.3607,-1173.7899,3315.6777
408000,-3347236.4,490528.79,-5926758.4,6608.9884,1201.159,-3634.0424,-5702740.8,-47625.383,-3808932.8,4154.0416,1308.1956,-6249.4529,2650392.7,-609870.69,6257908.9,-6994.4521,-1130.6819,2852.1773
408060,-2943475.6,561442.56,-6131281.1,6844.648,1161.751,-3180.8548,-5441015.9,30914.019,-4175133.7,4566.8422,1308.8149,-5952.745,2225088.1,-676291.3,6414812.3,-7177.0513,-1082.5122,2375.9999
408120,-2526495.5,629834.92,-6308178.3,7049.4711,1117.144,-2713.5375,-5155130.9,109316.19,-4522736,4959.0887,1303.6243,-5629.7313,1789792.3,-739675.27,6542818,-7327.3683,-1029.4989,1889.2805
408180,-2098173.6,695399.9,-6456664.9,7222.5725,1067.5409,-2234.188,-4846370.6,187233.33,-4850204.7,5329.0732,1292.6544,-5281.8814,1346462.6,-799739.05,6641358.6,-7444.7553,-971.88057,1394.1957
408240,-1660436.2,757844.37,-6576083.1,7363.2073,1013.1657,-1744.9517,-4516119.5,264320.24,-5156096.4,5675.1921,1275.9614,-4910.7687,897090.43,-856213.99,6709998.4,-7528.709,-909.91538,892.95458
408300,-1215250.2,816889.22,-6665905,7470.7733,954.26288,-1248.0122,-4165854.8,340235.84,-5439065,5995.9521,1253.6262,-4518.0619,443693.4,-908847.48,6748434.7,-7578.8716,-843.87998,387.78991
408360,-764614.06,872270.62,-6725734.7,7544.8122,891.09573,-745.58246,-3797140,414644.62,-5697867.1,6289.9754,1225.7536,-4105.5176,-11694.009,-957404.05,6756499.6,-7595.0319,-774.06831,-119.05103
408420,-310549.61,923741.04,-6755309.8,7585.0113,823.94576,-239.89629,-3411617.7,487218.07,-5931367,6556.004,1192.472,-3674.9716,-467028.99,-1001666.3,6734160.1,-7577.1257,-700.79043,-625.3152
408480,144907.07,971070.41,-6754502.1,7591.2039,753.11133,266.80091,-3011002.2,557636.09,-6138541.7,6792.9041,1153.9327,-3228.3309,-920269.32,-1041436.1,6681518.3,-7525.2359,-624.37128,-1128.7527
408540,599714.22,1014047,-6723318.4,7563.3696,678.90641,772.2607,-2597072,625588.28,-6318484.2,6999.6693,1110.3085,-2767.5655,-1369382.1,-1076534.8,6598811.1,-7439.5922,-545.1494,-1627.1255
408600,1051833.3,1052478.3,-6661900.4,7501.6345,601.65946,1274.2405,-2171662.2,690775.28,-6470407.5,7175.4234,1061.7937,-2294.6998,-1812352.7,-1106805,6486408.9,-7320.5705,-463.47564,-2118.2166
408660,1499237.7,1086192.1,-6570523.8,7406.2707,521.71207,1770.5121,-1736656.4,752909.98,-6593647.6,7319.4232,1008.6023,-1811.8046,-2247193.3,-1132110.1,6344814.5,-7168.6915,-379.7118,-2599.8385
408720,1939921.5,1115036.8,-6449597.2,7277.6952,439.4177,2258.8708,-1293978.8,811718.68,-6687665.7,7431.06,950.96776,-1320.989,-2671951.8,-1152336,6174660.7,-6984.6196,-294.22918,-3069.8425
408780,2371908,1138882.6,-6299661,7116.4691,355.14033,2737.1439,-845585.97,866942.27,-6752050.6,7509.8616,889.14183,-824.39201,-3084719.8,-1167390.8,5976707.8,-6769.1602,-207.4072,-3526.1269
408840,2793258.7,1157621.5,-6121384.4,6923.2956,269.25299,3203.1995,-393458.86,918337.24,-6786520.3,7555.4933,823.39335,-324.17484,-3483642,-1177205.8,5751840.8,-6523.2578,-119.63184,-3966.6469
408900,3202081.3,1171168.3,-5915563.1,6699.0181,182.1364,3654.9553,60405.816,965676.71,-6790922.7,7567.7591,754.00742,177.48748,-3866923.4,-1181735.4,5501065.2,-6247.9927,-31.294076,-4389.4224
408960,3596538.3,1179461,-5683116.2,6444.6175,94.177399,4090.3876,514003.68,1008751.4,-6765236.5,7546.6018,681.28431,678.41392,-4232838.1,-1180957.7,5225503.2,-5944.5773,57.211714,-4792.5477
409020,3974855.2,1182460.6,-5425082.2,6161.209,5.7673917,4507.5399,965331.12,1047370.4,-6709571.3,7492.1036,605.5383,1176.4255,-4579736.4,-1174874.5,4926389,-5614.3519,145.48943,-5174.1998
409080,4335328.1,1180151.9,-5142614.7,5850.0382,-82.699246,4904.5316,1412393.6,1081362.1,-6624167.1,7404.486,527.09662,1669.3535,-4906053.3,-1163511.5,4605063.4,-5258.7798,233.14296,-5532.647
